loan_id,no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status
3065,2,Graduate,No,580000,1848000,15,818,1477000,416000,1736000,423000,Approved
3066,5,Graduate,No,702000,4954000,10,637,388000,1691000,869000,942000,Rejected
3067,1,Graduate,No,827000,5000000,5,764,667000,642000,1975000,373000,Approved
3068,0,Graduate,Yes,929000,4458000,10,794,1249000,87000,1895000,1417000,Approved
3069,4,Graduate,No,2700000,5000000,20,563,4869000,1351000,10728000,3584000,Rejected
3070,2,Graduate,No,404000,3227000,20,609,355000,937000,1320000,195000,Rejected
3071,1,Graduate,No,1223000,5000000,25,562,805000,2416000,4635000,2284000,Rejected
3072,0,Graduate,No,801000,5000000,20,545,1691000,880000,2655000,856000,Rejected
3073,0,Graduate,Yes,252000,1477000,20,707,408000,570000,672000,121000,Rejected
3074,0,Graduate,No,1155000,3954000,15,633,1884000,712000,436000,1334000,Approved
3075,1,Graduate,No,1596000,3643000,5,654,2052000,932000,5499000,1372000,Approved
3076,5,Graduate,No,401000,1893000,20,697,597000,129000,1230000,737000,Approved
3077,1,Graduate,No,696000,4679000,15,492,619000,770000,835000,455000,Rejected
3078,3,Graduate,Yes,228000,901000,15,759,266000,293000,262000,405000,Approved
3079,0,Graduate,No,309000,2072000,25,620,629000,112000,663000,463000,Rejected
3080,1,Graduate,No,1383000,5000000,10,695,2726000,396000,1665000,1903000,Approved
3081,4,Not Graduate,No,517000,3192000,5,703,1654000,505000,2009000,211000,Rejected
3082,1,Graduate,No,340000,1263000,25,767,1008000,198000,291000,74000,Approved
3083,1,Not Graduate,No,813000,3919000,15,641,262000,1167000,568000,1411000,Rejected
3084,3,Graduate,No,498000,1539000,15,469,516000,653000,134000,579000,Rejected
3085,0,Graduate,No,515000,1792000,10,655,1617000,209000,1161000,995000,Approved
3086,0,Graduate,No,1132000,2874000,15,667,1480000,38000,3382000,1196000,Rejected
3087,5,Graduate,No,329000,908000,25,562,602000,530000,785000,396000,Rejected
3088,2,Not Graduate,No,389000,1269000,20,663,957000,752000,355000,776000,Approved
3089,3,Graduate,No,774000,4243000,15,619,1578000,945000,2865000,1119000,Rejected
3090,0,Graduate,Yes,1314000,5000000,15,536,415000,1891000,2075000,988000,Rejected
3091,1,Not Graduate,Yes,1565000,5000000,15,707,1504000,3763000,1016000,2604000,Approved
3092,2,Graduate,Yes,454000,3254000,20,602,282000,871000,384000,284000,Rejected
3093,3,Graduate,No,1287000,5000000,15,615,1077000,1074000,2328000,1382000,Rejected
3094,1,Graduate,Yes,420000,3166000,10,611,324000,893000,934000,216000,Rejected
3095,4,Not Graduate,Yes,2294000,5000000,20,755,5260000,3146000,5610000,4564000,Approved
3096,3,Graduate,Yes,335000,702000,25,647,536000,437000,129000,627000,Approved
3097,2,Not Graduate,Yes,1660000,5000000,25,657,852000,2871000,5782000,2912000,Rejected
3098,2,Graduate,No,457000,3265000,20,613,257000,491000,645000,380000,Approved
3099,2,Not Graduate,No,2591000,5000000,20,689,8657000,5705000,2880000,3810000,Approved
3100,3,Not Graduate,No,1028000,5000000,20,765,818000,430000,2859000,574000,Approved
3101,0,Not Graduate,Yes,362000,1708000,25,705,403000,382000,902000,293000,Rejected
3102,4,Graduate,No,499000,2442000,5,708,1067000,81000,1982000,808000,Rejected
3103,2,Graduate,No,1163000,5000000,15,702,1045000,2051000,1978000,186000,Rejected
3104,4,Not Graduate,Yes,1388000,5000000,10,533,1294000,938000,1131000,203000,Rejected
3105,5,Graduate,No,669000,2045000,25,576,356000,712000,2605000,896000,Rejected
3106,0,Not Graduate,No,721000,1694000,25,633,2479000,1598000,1427000,1125000,Approved
3107,1,Not Graduate,No,1146000,3160000,20,588,2566000,534000,3071000,914000,Approved
3108,2,Graduate,No,763000,2677000,15,560,1522000,4000,202000,1042000,Rejected
3109,2,Graduate,No,302000,1270000,25,491,949000,436000,426000,547000,Rejected
3110,3,Graduate,Yes,413000,3037000,5,536,909000,452000,1631000,101000,Rejected
3111,0,Graduate,Yes,816000,2803000,10,628,932000,112000,3151000,1362000,Approved
3112,2,Graduate,No,1542000,5000000,20,644,2793000,1142000,6073000,1826000,Approved
3113,4,Graduate,No,2001000,5000000,20,583,3658000,1196000,6630000,1748000,Approved
3114,5,Not Graduate,No,1162000,5000000,25,657,1829000,757000,2384000,175000,Approved
3115,0,Graduate,No,844000,4813000,15,613,2289000,1666000,1967000,674000,Rejected
3116,5,Graduate,No,1139000,5000000,15,743,741000,868000,446000,1820000,Approved
3117,0,Graduate,Yes,454000,3501000,15,636,368000,556000,1450000,503000,Approved
3118,2,Graduate,No,634000,5000000,5,709,945000,421000,1916000,250000,Rejected
3119,1,Graduate,Yes,410000,2880000,25,667,216000,974000,1174000,206000,Rejected
3120,2,Not Graduate,No,311000,2125000,15,531,1076000,602000,495000,530000,Rejected
3121,0,Not Graduate,No,869000,3647000,10,642,1639000,920000,988000,777000,Rejected
3122,1,Graduate,Yes,790000,4328000,15,545,364000,1436000,2574000,187000,Rejected
3123,1,Not Graduate,Yes,1095000,4499000,20,641,2459000,862000,4271000,2133000,Approved
3124,4,Graduate,No,998000,5000000,25,587,2794000,205000,1748000,543000,Rejected
3125,2,Graduate,No,820000,2485000,10,682,1316000,883000,260000,1315000,Approved
3126,3,Graduate,Yes,1005000,3317000,10,536,1847000,1419000,3631000,75000,Approved
3127,3,Not Graduate,Yes,681000,1520000,25,651,1731000,595000,1899000,375000,Approved
3128,1,Graduate,No,915000,5000000,20,699,959000,919000,2487000,647000,Rejected
3129,0,Not Graduate,No,437000,2679000,15,727,967000,781000,1653000,754000,Approved
3130,0,Graduate,No,890000,1798000,10,585,2064000,1992000,2416000,1343000,Approved
3131,2,Not Graduate,No,1081000,5000000,25,652,3108000,2416000,2711000,703000,Rejected
3132,4,Graduate,No,453000,1930000,20,666,1428000,652000,1300000,718000,Approved
3133,1,Not Graduate,No,724000,4890000,10,782,2397000,1139000,1439000,1180000,Rejected
3134,3,Graduate,No,467000,1043000,10,524,329000,622000,569000,490000,Approved
3135,3,Graduate,Yes,497000,1139000,10,573,1447000,461000,538000,517000,Approved
3136,4,Not Graduate,Yes,337000,1928000,15,888,829000,622000,988000,352000,Approved
3137,1,Graduate,No,1594000,5000000,10,627,2369000,443000,1668000,600000,Approved
3138,4,Not Graduate,No,1399000,5000000,10,489,4551000,3127000,5220000,2287000,Rejected
3139,2,Graduate,Yes,993000,5000000,10,600,3031000,704000,1660000,1433000,Rejected
3140,2,Not Graduate,No,2523000,5000000,15,415,7009000,1380000,6486000,4305000,Rejected
3141,3,Graduate,No,619000,2406000,15,670,300000,424000,165000,1016000,Approved
3142,1,Graduate,No,5000000,5000000,15,719,4332000,10146000,9254000,7908000,Approved
3143,3,Graduate,No,604000,4751000,20,573,1956000,406000,1002000,949000,Rejected
3144,3,Graduate,No,826000,2185000,15,610,2844000,1259000,2514000,1563000,Approved
3145,3,Graduate,No,541000,3666000,25,729,642000,464000,171000,666000,Rejected
3146,4,Not Graduate,No,892000,1846000,25,501,1059000,1464000,1489000,1485000,Rejected
3147,2,Not Graduate,No,1205000,5000000,25,538,2715000,1782000,4153000,1943000,Approved
3148,0,Graduate,No,650000,1898000,10,631,353000,1621000,1760000,375000,Approved
3149,1,Not Graduate,No,2222000,5000000,15,586,4900000,1727000,6959000,2562000,Approved
3150,4,Graduate,No,818000,5000000,20,625,2781000,715000,2517000,1205000,Rejected
3151,2,Graduate,No,835000,1836000,10,543,1044000,415000,2239000,210000,Approved
3152,4,Graduate,No,388000,1157000,10,668,1039000,450000,631000,421000,Rejected
3153,1,Not Graduate,No,919000,3727000,5,637,1819000,1924000,1523000,51000,Rejected
3154,2,Not Graduate,Yes,642000,2269000,20,697,783000,339000,192000,333000,Approved
3155,4,Graduate,No,471000,2025000,20,667,763000,1132000,405000,470000,Approved
3156,3,Graduate,No,423000,3262000,15,668,873000,14000,963000,274000,Rejected
3157,1,Graduate,No,3975000,5000000,25,527,10880000,8001000,14273000,6176000,Approved
3158,0,Graduate,Yes,590000,2678000,20,692,1198000,1020000,1468000,763000,Rejected
3159,4,Graduate,No,272000,1290000,5,622,887000,616000,438000,156000,Approved
3160,3,Not Graduate,No,445000,1639000,15,636,300000,581000,1488000,37000,Approved
3161,2,Not Graduate,No,677000,2485000,5,739,2278000,1153000,1253000,370000,Approved
3162,2,Graduate,No,999000,5000000,25,589,2060000,123000,1112000,1061000,Rejected
3163,1,Not Graduate,No,1004000,5000000,20,765,1560000,990000,414000,1542000,Approved
3164,2,Graduate,No,1087000,5000000,20,773,591000,2094000,3621000,1333000,Approved
3165,0,Graduate,No,460000,2038000,20,714,574000,125000,1151000,73000,Approved
3166,1,Not Graduate,No,873000,4924000,15,567,1485000,1708000,2065000,838000,Approved
3167,4,Graduate,No,396000,2915000,25,464,1306000,305000,1153000,761000,Rejected
3168,1,Graduate,Yes,468000,3327000,25,742,1273000,413000,1151000,848000,Approved
3169,3,Graduate,Yes,386000,2903000,20,659,189000,625000,566000,578000,Approved
3170,2,Graduate,No,323000,1167000,15,587,436000,63000,810000,195000,Approved
3171,0,Graduate,No,1398000,5000000,5,750,2618000,2183000,903000,130000,Approved
3172,1,Graduate,No,1095000,5000000,5,577,3307000,2501000,1374000,1029000,Rejected
3173,0,Graduate,No,1321000,5000000,10,614,3678000,310000,2900000,1031000,Rejected
3174,3,Graduate,No,718000,4312000,20,695,712000,454000,265000,982000,Rejected
3175,4,Graduate,Yes,1160000,5000000,20,555,535000,40000,3834000,218000,Approved
3176,3,Graduate,No,223000,1037000,25,641,161000,289000,61000,413000,Rejected
3177,3,Not Graduate,Yes,1227000,5000000,10,743,2344000,2242000,1905000,1822000,Approved
3178,4,Graduate,No,785000,4861000,15,668,461000,1818000,1470000,1526000,Rejected
3179,3,Graduate,No,1052000,5000000,5,756,1156000,968000,2898000,1828000,Approved
3180,2,Not Graduate,No,896000,5000000,25,746,2624000,333000,631000,796000,Approved
3181,3,Not Graduate,No,369000,1160000,20,651,585000,27000,1219000,495000,Rejected
3182,2,Graduate,No,264000,1081000,15,451,921000,215000,465000,449000,Rejected
3183,0,Graduate,No,441000,1920000,20,556,1199000,565000,476000,197000,Rejected
3184,3,Graduate,Yes,1011000,5000000,20,715,1160000,2277000,489000,70000,Approved
3185,3,Graduate,No,1096000,5000000,15,518,355000,593000,4065000,712000,Rejected
3186,1,Graduate,No,288000,2016000,10,622,572000,563000,482000,260000,Rejected
3187,5,Graduate,No,370000,2491000,15,679,947000,445000,587000,469000,Rejected
3188,0,Graduate,No,437000,2437000,15,775,788000,948000,351000,246000,Approved
3189,3,Graduate,No,555000,1576000,20,601,1776000,1198000,1151000,506000,Approved
3190,5,Graduate,No,289000,1680000,15,595,797000,620000,389000,380000,Rejected
3191,1,Graduate,No,278000,2036000,20,646,546000,279000,208000,461000,Rejected
3192,4,Not Graduate,Yes,410000,2402000,20,680,148000,355000,1245000,202000,Rejected
3193,3,Graduate,No,740000,5000000,20,637,1023000,383000,2666000,1191000,Approved
3194,3,Graduate,No,325000,2598000,25,739,612000,186000,479000,611000,Rejected
3195,5,Not Graduate,No,649000,2697000,15,582,714000,1000000,790000,551000,Rejected
3196,3,Graduate,No,1393000,5000000,20,660,4152000,3350000,2168000,1569000,Approved
3197,2,Graduate,No,300000,1572000,5,688,497000,454000,1112000,21000,Approved
3198,3,Graduate,No,612000,2895000,20,616,583000,631000,1454000,878000,Approved
3199,2,Graduate,Yes,1363000,4688000,20,721,3807000,826000,1018000,2386000,Approved
3200,1,Graduate,No,533000,1852000,10,663,1197000,869000,1368000,47000,Approved
3201,0,Graduate,No,482000,1499000,5,717,449000,254000,802000,817000,Approved
3202,1,Not Graduate,No,1491000,5000000,20,666,2989000,348000,250000,508000,Approved
3203,3,Graduate,No,574000,1637000,20,682,1448000,134000,2229000,971000,Approved
3204,4,Graduate,No,1435000,5000000,20,596,2490000,3051000,787000,1588000,Rejected
3205,5,Graduate,Yes,925000,4754000,15,596,1173000,884000,1584000,714000,Rejected
3206,1,Not Graduate,No,560000,2592000,20,754,1404000,1316000,1492000,1056000,Approved
3207,2,Graduate,No,956000,5000000,20,704,2389000,1187000,2281000,1189000,Approved
3208,2,Graduate,No,862000,4016000,10,563,305000,1490000,100000,108000,Rejected
3209,0,Graduate,No,1359000,3393000,20,665,1426000,2810000,3358000,2098000,Rejected
3210,2,Graduate,No,490000,3897000,20,448,1160000,1071000,1439000,199000,Rejected
3211,1,Not Graduate,No,719000,5000000,20,601,731000,292000,2453000,1330000,Rejected
3212,4,Graduate,No,673000,4011000,15,732,2275000,365000,550000,252000,Approved
3213,1,Not Graduate,No,1106000,5000000,15,639,908000,415000,269000,1107000,Rejected
3214,3,Graduate,No,359000,994000,25,660,967000,400000,1358000,384000,Rejected
3215,4,Graduate,No,1356000,5000000,25,394,4739000,526000,3734000,1559000,Rejected
3216,3,Graduate,No,948000,3078000,15,617,1336000,1543000,1777000,1033000,Approved
3217,1,Not Graduate,No,297000,1465000,25,679,662000,269000,870000,269000,Approved
3218,1,Graduate,Yes,1535000,4709000,10,690,980000,3700000,1094000,2210000,Approved
3219,5,Graduate,Yes,2991000,5000000,25,732,6849000,6106000,11479000,1057000,Approved
3220,0,Not Graduate,No,1342000,4664000,10,632,4643000,2430000,3558000,2127000,Rejected
3221,0,Graduate,No,1770000,5000000,15,636,6041000,3048000,6231000,218000,Rejected
3222,5,Graduate,No,740000,1965000,25,537,1197000,73000,1681000,1252000,Rejected
3223,3,Graduate,No,238000,1505000,10,633,696000,50000,767000,360000,Approved
3224,3,Not Graduate,No,211000,797000,20,543,621000,228000,291000,338000,Rejected
3225,0,Graduate,No,826000,4221000,20,493,1113000,1889000,511000,520000,Rejected
3226,2,Graduate,No,476000,1901000,10,558,1396000,112000,704000,812000,Rejected
3227,4,Not Graduate,No,386000,2566000,25,778,316000,405000,1389000,540000,Approved
3228,1,Graduate,No,672000,2257000,20,627,2307000,1334000,1897000,1303000,Rejected
3229,1,Graduate,No,1044000,5000000,25,669,3200000,835000,1962000,93000,Approved
3230,0,Graduate,No,272000,1068000,25,606,526000,632000,277000,433000,Approved
3231,2,Graduate,No,523000,1372000,5,498,802000,1222000,1272000,662000,Rejected
3232,1,Graduate,No,1868000,5000000,15,730,6215000,266000,4506000,3696000,Approved
3233,4,Graduate,Yes,348000,850000,15,465,184000,536000,755000,318000,Rejected
3234,1,Graduate,No,1232000,5000000,20,603,2334000,448000,3668000,733000,Rejected
3235,0,Not Graduate,No,511000,1789000,5,645,950000,563000,535000,902000,Approved
3236,5,Graduate,No,998000,5000000,15,670,1517000,2240000,2089000,684000,Rejected
3237,5,Graduate,No,1428000,5000000,20,588,943000,262000,1860000,2028000,Rejected
3238,3,Graduate,Yes,1133000,3852000,10,494,1251000,2655000,1022000,790000,Rejected
3239,4,Not Graduate,Yes,1264000,5000000,20,582,4356000,3142000,1767000,2394000,Rejected
3240,0,Not Graduate,Yes,331000,1051000,15,586,955000,555000,1070000,356000,Rejected
3241,2,Not Graduate,No,1444000,4437000,5,584,4307000,1286000,786000,973000,Approved
3242,1,Not Graduate,Yes,402000,1529000,10,732,776000,252000,472000,665000,Approved
3243,2,Not Graduate,Yes,829000,2197000,10,547,2004000,897000,1806000,142000,Rejected
3244,3,Not Graduate,No,828000,2593000,20,676,1586000,372000,1378000,193000,Rejected
3245,4,Graduate,No,959000,5000000,10,663,2366000,48000,3191000,1613000,Rejected
3246,0,Graduate,No,871000,5000000,20,732,2668000,137000,2734000,593000,Rejected
3247,1,Graduate,No,404000,3041000,20,639,435000,670000,1109000,159000,Approved
3248,5,Graduate,No,291000,1030000,10,717,973000,15000,350000,348000,Approved
3249,2,Graduate,No,1234000,5000000,25,635,3978000,930000,226000,674000,Approved
3250,1,Graduate,No,790000,3297000,25,687,1297000,1336000,1046000,1560000,Approved
3251,1,Graduate,No,1478000,4235000,5,522,5063000,646000,3612000,2439000,Rejected
3252,1,Graduate,No,680000,4643000,25,426,2124000,565000,337000,1213000,Rejected
3253,2,Graduate,No,281000,663000,15,682,120000,22000,931000,471000,Approved
3254,2,Graduate,Yes,1312000,5000000,20,687,570000,369000,5179000,2332000,Approved
3255,2,Not Graduate,No,550000,3804000,10,690,1410000,311000,1637000,390000,Approved
3256,2,Graduate,No,874000,4985000,20,605,2454000,276000,1501000,1191000,Approved
3257,2,Graduate,Yes,460000,2350000,20,777,504000,543000,1476000,837000,Approved
3258,0,Graduate,No,2038000,5000000,25,611,3864000,647000,2370000,2828000,Rejected
3259,0,Graduate,No,396000,970000,25,686,802000,302000,1513000,790000,Approved
3260,1,Not Graduate,No,562000,4466000,5,701,970000,1017000,860000,977000,Rejected
3261,4,Graduate,No,751000,2290000,20,796,391000,1228000,2096000,141000,Approved
3262,3,Not Graduate,No,344000,1215000,15,623,344000,329000,60000,354000,Approved
3263,0,Graduate,Yes,868000,2965000,10,594,2523000,2020000,2222000,510000,Rejected
3264,2,Not Graduate,No,1996000,5000000,10,523,1066000,3928000,2504000,3506000,Approved
3265,2,Graduate,Yes,509000,3350000,25,782,1166000,773000,254000,956000,Rejected
3266,2,Graduate,No,905000,4293000,20,686,2108000,988000,1621000,1045000,Rejected
3267,3,Graduate,No,120000,928000,5,689,403000,18000,62000,20000,Rejected
3268,5,Graduate,Yes,683000,1582000,25,900,2363000,705000,561000,496000,Approved
3269,0,Not Graduate,No,571000,4204000,20,678,1898000,778000,2050000,239000,Approved
3270,2,Not Graduate,No,411000,971000,15,539,835000,1018000,143000,445000,Rejected
3271,2,Graduate,No,1414000,5000000,15,633,613000,3364000,3588000,2786000,Rejected
3272,2,Not Graduate,Yes,566000,1315000,20,567,672000,159000,190000,407000,Rejected
3273,0,Graduate,Yes,624000,4988000,20,616,1137000,1528000,1810000,924000,Rejected
3274,2,Not Graduate,Yes,548000,4103000,15,616,233000,1034000,2145000,915000,Rejected
3275,0,Graduate,No,201000,1107000,20,600,84000,343000,357000,335000,Rejected
3276,3,Graduate,Yes,335000,1108000,5,532,448000,757000,1298000,114000,Rejected
3277,3,Graduate,Yes,1307000,4784000,20,785,2012000,1062000,3401000,671000,Approved
3278,1,Graduate,No,178000,836000,15,675,384000,178000,431000,86000,Approved
3279,5,Not Graduate,No,425000,1673000,15,631,1396000,925000,326000,268000,Approved
3280,3,Graduate,No,540000,1149000,15,714,838000,140000,2060000,76000,Approved
3281,2,Graduate,No,2174000,5000000,20,690,987000,3854000,7522000,2395000,Approved
3282,5,Not Graduate,Yes,1154000,5000000,15,673,2340000,2336000,708000,1725000,Approved
3283,3,Graduate,No,487000,3616000,15,708,704000,1078000,103000,272000,Approved
3284,0,Graduate,No,1634000,5000000,10,661,5202000,895000,2451000,2120000,Approved
3285,2,Graduate,No,433000,1762000,25,707,728000,735000,313000,482000,Approved
3286,2,Graduate,No,1349000,5000000,10,714,1794000,289000,1903000,328000,Approved
3287,3,Not Graduate,Yes,289000,916000,15,664,756000,622000,1109000,150000,Approved
3288,4,Graduate,No,1406000,5000000,10,631,2641000,1694000,4867000,732000,Rejected
3289,2,Graduate,Yes,538000,3562000,20,780,1117000,840000,977000,540000,Approved
3290,0,Graduate,No,359000,1049000,15,609,282000,764000,422000,457000,Approved
3291,2,Graduate,No,608000,2377000,15,683,912000,769000,1431000,388000,Approved
3292,3,Graduate,No,838000,5000000,25,685,376000,1066000,3148000,250000,Approved
3293,1,Graduate,No,507000,2552000,20,598,1377000,589000,1614000,292000,Rejected
3294,0,Not Graduate,Yes,1003000,5000000,20,581,1089000,1506000,3495000,129000,Rejected
3295,1,Graduate,No,479000,3034000,15,620,328000,859000,1470000,723000,Rejected
3296,3,Not Graduate,No,1048000,5000000,25,608,2291000,2110000,2163000,1482000,Rejected
3297,0,Graduate,No,933000,2256000,25,526,2010000,70000,608000,1267000,Approved
3298,1,Not Graduate,Yes,673000,4592000,20,595,882000,586000,2216000,844000,Rejected
3299,0,Graduate,No,525000,3957000,20,673,1774000,568000,1385000,331000,Rejected
3300,2,Not Graduate,No,772000,1791000,25,758,1802000,190000,2404000,212000,Approved
3301,0,Graduate,No,1001000,2730000,25,697,3268000,1881000,2966000,1219000,Approved
3302,0,Graduate,No,2674000,5000000,10,429,3374000,3495000,2834000,3954000,Rejected
3303,3,Graduate,No,1289000,5000000,25,705,2663000,6000,1565000,2103000,Approved
3304,0,Not Graduate,No,1320000,5000000,20,603,2143000,2084000,4541000,1936000,Rejected
3305,0,Not Graduate,No,5000000,5000000,20,689,8113000,4238000,8442000,6672000,Approved
3306,2,Not Graduate,No,979000,5000000,15,649,443000,1779000,776000,1623000,Rejected
3307,0,Graduate,No,959000,4821000,15,634,962000,431000,2500000,1473000,Rejected
3308,0,Graduate,No,1106000,3142000,20,641,3409000,3000,1397000,2093000,Approved
3309,2,Graduate,No,363000,921000,20,648,1096000,79000,946000,22000,Rejected
3310,1,Graduate,Yes,525000,2432000,10,764,334000,578000,1261000,176000,Approved
3311,2,Graduate,No,504000,3799000,20,648,180000,942000,1354000,595000,Rejected
3312,5,Not Graduate,No,1066000,5000000,10,742,668000,1609000,4237000,887000,Approved
3313,2,Graduate,No,625000,2593000,20,730,1465000,23000,738000,446000,Approved
3314,2,Graduate,No,766000,5000000,20,707,818000,1133000,2991000,1152000,Rejected
3315,4,Graduate,No,1419000,5000000,20,498,3889000,1711000,4367000,1553000,Rejected
3316,2,Graduate,No,1227000,5000000,10,745,391000,2443000,4216000,1321000,Approved
3317,3,Graduate,No,630000,1700000,10,611,1632000,404000,2035000,93000,Approved
3318,2,Graduate,No,453000,2910000,15,711,1421000,814000,86000,430000,Rejected
3319,2,Graduate,No,1464000,5000000,20,567,649000,2312000,3022000,1809000,Approved
3320,4,Graduate,No,1158000,5000000,25,549,3562000,1804000,593000,690000,Rejected
3321,0,Graduate,No,246000,972000,20,818,796000,249000,671000,127000,Approved
3322,4,Not Graduate,No,571000,2636000,20,569,1150000,18000,190000,642000,Rejected
3323,2,Graduate,No,780000,2348000,15,747,944000,366000,179000,1426000,Approved
3324,2,Not Graduate,No,1161000,5000000,10,660,2439000,2450000,4222000,322000,Approved
3325,2,Not Graduate,No,1265000,3183000,25,614,1637000,1951000,4651000,826000,Rejected
3326,1,Graduate,No,842000,4963000,20,646,2767000,1217000,2133000,138000,Rejected
3327,0,Graduate,No,1024000,5000000,10,539,2089000,1346000,1939000,701000,Rejected
3328,4,Not Graduate,Yes,730000,2151000,20,649,2085000,140000,2432000,1026000,Rejected
3329,2,Graduate,No,452000,1895000,20,558,1018000,393000,1745000,303000,Approved
3330,4,Graduate,No,591000,1335000,15,616,723000,915000,184000,489000,Approved
3331,1,Not Graduate,No,709000,3786000,5,729,1347000,223000,357000,1329000,Approved
3332,1,Not Graduate,No,684000,5000000,20,672,2131000,1575000,2483000,497000,Rejected
3333,1,Not Graduate,Yes,206000,943000,5,524,314000,37000,100000,227000,Rejected
3334,1,Not Graduate,No,541000,4296000,15,722,753000,919000,1561000,1012000,Rejected
3335,2,Graduate,No,726000,2002000,20,649,2440000,547000,1640000,756000,Approved
3336,4,Graduate,No,583000,2539000,25,604,798000,1259000,1244000,223000,Approved
3337,4,Not Graduate,Yes,596000,4417000,15,713,1818000,1232000,287000,196000,Rejected
3338,2,Graduate,No,961000,5000000,5,636,837000,801000,2827000,1733000,Rejected
3339,1,Graduate,No,347000,1368000,20,551,983000,401000,849000,617000,Rejected
3340,2,Graduate,No,243000,1475000,15,807,551000,583000,905000,131000,Approved
3341,2,Not Graduate,No,558000,4083000,25,649,382000,848000,1103000,706000,Approved
3342,3,Graduate,No,1150000,5000000,20,643,580000,17000,4207000,431000,Rejected
3343,2,Not Graduate,No,2096000,5000000,15,616,2630000,4073000,1713000,1051000,Approved
3344,0,Graduate,No,1164000,3394000,20,750,2798000,1051000,1042000,2148000,Approved
3345,0,Graduate,Yes,270000,658000,15,605,392000,186000,1026000,225000,Rejected
3346,5,Graduate,Yes,602000,3424000,20,519,703000,1252000,294000,275000,Rejected
3347,3,Not Graduate,No,827000,4136000,25,592,1788000,2000000,846000,887000,Rejected
3348,4,Graduate,No,786000,2695000,10,763,2632000,122000,512000,1344000,Approved
3349,1,Not Graduate,No,994000,3734000,15,721,686000,970000,2851000,1664000,Approved
3350,2,Graduate,No,386000,1680000,25,628,912000,270000,1213000,518000,Rejected
3351,1,Graduate,No,730000,3630000,15,767,2350000,1638000,2640000,1194000,Approved
3352,4,Graduate,Yes,920000,3994000,15,714,1869000,1996000,619000,1445000,Approved
3353,1,Not Graduate,No,1197000,5000000,5,627,4052000,2697000,1622000,2309000,Approved
3354,3,Graduate,Yes,415000,1118000,15,636,919000,44000,555000,551000,Approved
3355,0,Not Graduate,No,559000,4021000,20,678,1371000,70000,2178000,680000,Approved
3356,0,Graduate,No,121000,684000,15,579,343000,167000,287000,220000,Rejected
3357,0,Graduate,No,467000,1343000,15,650,439000,195000,661000,353000,Approved
3358,2,Graduate,No,498000,2263000,15,676,1042000,140000,630000,504000,Approved
3359,4,Graduate,No,361000,1625000,20,507,818000,235000,485000,623000,Rejected
3360,5,Graduate,No,780000,4371000,25,634,534000,1383000,2244000,1528000,Rejected
3361,2,Graduate,Yes,675000,3816000,20,624,1186000,1133000,1513000,588000,Approved
3362,2,Graduate,No,161000,945000,20,737,445000,316000,408000,193000,Rejected
3363,3,Graduate,Yes,805000,4981000,20,493,346000,126000,1558000,1355000,Rejected
3364,0,Graduate,No,383000,1004000,10,618,622000,734000,78000,407000,Rejected
3365,3,Graduate,No,960000,3676000,15,609,736000,1177000,2669000,805000,Approved
3366,3,Graduate,No,304000,640000,5,732,262000,238000,889000,54000,Approved
3367,2,Graduate,No,714000,3376000,15,646,1385000,1089000,573000,331000,Rejected
3368,0,Graduate,Yes,582000,2664000,25,803,230000,1163000,1532000,405000,Approved
3369,1,Graduate,No,852000,5000000,15,706,1414000,221000,3001000,710000,Approved
3370,1,Graduate,No,759000,2279000,25,615,290000,1532000,1860000,1187000,Approved
3371,4,Graduate,No,593000,3433000,10,670,1934000,844000,1605000,223000,Rejected
3372,2,Graduate,Yes,258000,991000,15,620,806000,400000,731000,49000,Approved
3373,2,Graduate,No,268000,1150000,15,723,262000,589000,366000,321000,Approved
3374,2,Not Graduate,No,479000,3025000,10,537,245000,850000,336000,32000,Rejected
3375,3,Not Graduate,No,696000,1691000,15,580,767000,1015000,1353000,1298000,Rejected
3376,1,Graduate,No,471000,1911000,20,689,184000,396000,473000,259000,Rejected
3377,0,Graduate,No,1051000,4570000,20,754,2787000,1341000,2921000,1761000,Approved
3378,3,Graduate,No,584000,3676000,20,463,1248000,1221000,1687000,461000,Rejected
3379,1,Graduate,No,374000,1195000,25,767,763000,931000,49000,747000,Approved
3380,1,Not Graduate,No,584000,4488000,15,638,1767000,1104000,2232000,600000,Rejected
3381,2,Graduate,No,811000,5000000,25,490,2344000,1602000,3007000,1563000,Rejected
3382,1,Graduate,No,865000,5000000,5,395,1391000,1512000,532000,834000,Rejected
3383,4,Not Graduate,No,2373000,5000000,15,520,5347000,4550000,4659000,3424000,Approved
3384,4,Not Graduate,No,453000,2710000,15,648,776000,275000,415000,79000,Rejected
3385,5,Graduate,No,667000,1667000,20,644,1532000,707000,2574000,612000,Approved
3386,5,Graduate,Yes,923000,5000000,20,704,724000,1283000,2130000,534000,Rejected
3387,1,Not Graduate,No,689000,3511000,20,603,868000,946000,1950000,1100000,Rejected
3388,1,Not Graduate,No,506000,1548000,25,556,560000,756000,1980000,551000,Rejected
3389,3,Graduate,No,256000,1015000,15,615,214000,623000,698000,332000,Approved
3390,0,Not Graduate,No,502000,3416000,20,653,815000,1073000,1755000,274000,Rejected
